45.89.65.0/24,RU,Moscow,Moscow,101000
193.168.227.0/24,RU,Moscow,Moscow,101000
45.9.75.0/24,RU,Moscow,Moscow,101000
103.71.21.0/24,RU,Moscow,Moscow,101000
